"path","relative_path","name","extension","bytes","last_write_time","classification","lane","lineage_hint","sha256"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\ddna_output\p3_final_20260523\DDNA-Summary-SRC-DCSE_End_of_Day_DDNA_Sweep_20260516-20260523133223.md","Command Post\ddna_output\p3_final_20260523\DDNA-Summary-SRC-DCSE_End_of_Day_DDNA_Sweep_20260516-20260523133223.md","DDNA-Summary-SRC-DCSE_End_of_Day_DDNA_Sweep_20260516-20260523133223.md",".md","1054","2026-05-23T13:32:24","REVIEW","DCSE-CP","Root project/source lineage","2CE6A18FD3D636D3CB4E8C0A51C0348D8433295D6770EF9BD36ADAE1AFBF6650"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\ddna_output\p3_validation_20260523\DCSE-DDNA-PRODUCT-AGG-20260523.json","Command Post\ddna_output\p3_validation_20260523\DCSE-DDNA-PRODUCT-AGG-20260523.json","DCSE-DDNA-PRODUCT-AGG-20260523.json",".json","1351","2026-05-23T05:56:18","REVIEW","DCSE-CP","Root project/source lineage","5446576E904C617FB4B422F2927778C4D5FA37EFEBAF0CFAE4EC63511EB9E28A"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\ddna_output\p3_validation_20260523\DCSE-DDNA-TECHNICAL-AGG-20260523.json","Command Post\ddna_output\p3_validation_20260523\DCSE-DDNA-TECHNICAL-AGG-20260523.json","DCSE-DDNA-TECHNICAL-AGG-20260523.json",".json","1357","2026-05-23T05:56:18","REVIEW","DCSE-CP","Root project/source lineage","459F5D932F8A6A1B9244201D633C4B945F71CCC6343450FC7AAC2970715849B5"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\ddna_output\p3_validation_20260523\DDNA-Summary-SRC-DCSE_End_of_Day_DDNA_Sweep_20260516-20260523055618.md","Command Post\ddna_output\p3_validation_20260523\DDNA-Summary-SRC-DCSE_End_of_Day_DDNA_Sweep_20260516-20260523055618.md","DDNA-Summary-SRC-DCSE_End_of_Day_DDNA_Sweep_20260516-20260523055618.md",".md","1142","2026-05-23T05:56:18","REVIEW","DCSE-CP","Root project/source lineage","88AE235E2F471BB4BB5294DFA7121CB75B60553FC3BFFD70A6718665F5B92357"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\docs\ddna\AG_Verification_Receipt_20260521.md","Command Post\docs\ddna\AG_Verification_Receipt_20260521.md","AG_Verification_Receipt_20260521.md",".md","1405","2026-05-21T17:25:59","ACTIVE","DCSE-CP","Root project/source lineage","9BA63281CF6FB6B97188C7E547444CFDB93179A3056E64A6A2DC27512A55C5A3"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\docs\ddna\DCSE_AG_Compliance_Audit_20260521.md","Command Post\docs\ddna\DCSE_AG_Compliance_Audit_20260521.md","DCSE_AG_Compliance_Audit_20260521.md",".md","5431","2026-05-21T17:26:32","ACTIVE","DCSE-CP","Root project/source lineage","1101D16181861240CCA7E88B82B418713987A2DFA756CF7CC676CC65F2F58001"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\docs\ddna\DCSE_Executive_Report_Asset_PM.md","Command Post\docs\ddna\DCSE_Executive_Report_Asset_PM.md","DCSE_Executive_Report_Asset_PM.md",".md","5588","2026-05-21T21:58:22","ACTIVE","DCSE-SS/SC","Root project/source lineage","EA813B80345B20D736B56E03C5146B8503044DDFF54A464B4EC8EB1BC9220390"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\docs\ddna\load_json_source_adapter_spec.md","Command Post\docs\ddna\load_json_source_adapter_spec.md","load_json_source_adapter_spec.md",".md","1881","2026-05-21T17:26:18","ACTIVE","DCSE-CP","Root project/source lineage","1803EAD89405D4E7C9B4CD529D979C981F6F91025855E3F6E0E6636440C4DD22"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\docs\orchestration\DCSE_CONTEXT_BRIDGE_20260523.md","Command Post\docs\orchestration\DCSE_CONTEXT_BRIDGE_20260523.md","DCSE_CONTEXT_BRIDGE_20260523.md",".md","6753","2026-05-23T17:03:19","ACTIVE","DCSE-CP","Root project/source lineage","902C8723A3C8880D8124D897AA792A7EBB829C6BDFEE8343A1E6F0153A1C2E95"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\docs\orchestration\DCSE_MODULE_ORCHESTRATION_REGISTRY_20260523.md","Command Post\docs\orchestration\DCSE_MODULE_ORCHESTRATION_REGISTRY_20260523.md","DCSE_MODULE_ORCHESTRATION_REGISTRY_20260523.md",".md","6844","2026-05-23T17:19:12","ACTIVE","DCSE-CP","Root project/source lineage","4514E53D3E3D28A8689C3DF45FF7DB678F6BCFD85C03DCFAC5AE4A5A2DEEFFF0"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\knowledge_exports\dcse_codex_ddna_knowledge_export_20260523\extracted\dcse_codex_ddna_knowledge_export_20260523\CODEX_EXECUTION_PROMPT.md","Command Post\knowledge_exports\dcse_codex_ddna_knowledge_export_20260523\extracted\dcse_codex_ddna_knowledge_export_20260523\CODEX_EXECUTION_PROMPT.md","CODEX_EXECUTION_PROMPT.md",".md","2174","2026-05-23T20:59:00","REVIEW","DCSE-CP","Root project/source lineage","93961A9809D1A1DF4D8129F275226D398CAC2D54AB9A0AD5C1997A36F2AA7FC3"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\knowledge_exports\dcse_codex_ddna_knowledge_export_20260523\extracted\dcse_codex_ddna_knowledge_export_20260523\DDNA_KNOWLEDGE_PROTOCOL.md","Command Post\knowledge_exports\dcse_codex_ddna_knowledge_export_20260523\extracted\dcse_codex_ddna_knowledge_export_20260523\DDNA_KNOWLEDGE_PROTOCOL.md","DDNA_KNOWLEDGE_PROTOCOL.md",".md","5525","2026-05-23T20:59:00","REVIEW","DCSE-CP","Root project/source lineage","9889EC01DC5C38835DEA07DBC9EC5C7BEC02657BCB9EE9B5D509EE13B0DABF99"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\knowledge_exports\dcse_codex_ddna_knowledge_export_20260523\extracted\dcse_codex_ddna_knowledge_export_20260523\knowledge_record_schema.json","Command Post\knowledge_exports\dcse_codex_ddna_knowledge_export_20260523\extracted\dcse_codex_ddna_knowledge_export_20260523\knowledge_record_schema.json","knowledge_record_schema.json",".json","1704","2026-05-23T20:59:00","REVIEW","DCSE-SS/SC","Root project/source lineage","265CFF5288A05D00ABB1E7F00600CB7BFA6C4E93E586D3490BE85FABB5A17C0D"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\knowledge_exports\dcse_codex_ddna_knowledge_export_20260523\extracted\dcse_codex_ddna_knowledge_export_20260523\manifest.json","Command Post\knowledge_exports\dcse_codex_ddna_knowledge_export_20260523\extracted\dcse_codex_ddna_knowledge_export_20260523\manifest.json","manifest.json",".json","606","2026-05-23T20:59:00","ACTIVE","DCSE-CP","Root project/source lineage","0279074A07CF3577A1AD22E561765DE047EB65AE1630F899175E5D5135872955"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\knowledge_exports\dcse_codex_ddna_knowledge_export_20260523\extracted\dcse_codex_ddna_knowledge_export_20260523\README.md","Command Post\knowledge_exports\dcse_codex_ddna_knowledge_export_20260523\extracted\dcse_codex_ddna_knowledge_export_20260523\README.md","README.md",".md","2537","2026-05-23T20:59:00","REVIEW","DCSE-CP","Root project/source lineage","FA91860CDF50A999B8B61C53ADA18D9CB3E37130CB902C921B9F1F6DDE4CAAB4"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\knowledge_exports\dcse_codex_ddna_knowledge_export_20260523\extracted\dcse_codex_ddna_knowledge_export_20260523\rule_registry.json","Command Post\knowledge_exports\dcse_codex_ddna_knowledge_export_20260523\extracted\dcse_codex_ddna_knowledge_export_20260523\rule_registry.json","rule_registry.json",".json","8779","2026-05-23T20:59:00","REVIEW","DCSE-CP","Root project/source lineage","E3873B6ACFE0EC221CD81460DE93BCFD3DC53678B51346F1B81EBB3597C1111B"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\knowledge_exports\dcse_codex_ddna_knowledge_export_20260523\extracted\dcse_codex_ddna_knowledge_export_20260523\validation_checklist.md","Command Post\knowledge_exports\dcse_codex_ddna_knowledge_export_20260523\extracted\dcse_codex_ddna_knowledge_export_20260523\validation_checklist.md","validation_checklist.md",".md","866","2026-05-23T20:59:00","REVIEW","DCSE-CP","Root project/source lineage","C6A8E16028B05426CAB2DF6FFED7EC318BB8E98674F2C99376D8050C4AF34093"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\knowledge_exports\dcse_codex_ddna_knowledge_export_20260523\IMPORT_MANIFEST_20260523.md","Command Post\knowledge_exports\dcse_codex_ddna_knowledge_export_20260523\IMPORT_MANIFEST_20260523.md","IMPORT_MANIFEST_20260523.md",".md","1206","2026-05-23T17:03:19","ACTIVE","DCSE-CP","Root project/source lineage","D3185D01A4401C67FDD49DB2DFC5A86B6CEE4B61F67DCC4636B952834C7CEB0B"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\knowledge_exports\dcse_codex_ddna_knowledge_export_20260523\source_zip\dcse_codex_ddna_knowledge_export_20260523.zip","Command Post\knowledge_exports\dcse_codex_ddna_knowledge_export_20260523\source_zip\dcse_codex_ddna_knowledge_export_20260523.zip","dcse_codex_ddna_knowledge_export_20260523.zip",".zip","11346","2026-05-23T16:59:43","SUPPORT","DCSE-CP","Root project/source lineage","85B15BF6C9D12E410E803AAFE15944FFA1A47825DE28CDDDC877C0CB020DE530"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\module_assets\staging_review_module_20260523\extracted\AG_Task_Packet_v68_Staging_Review_Module_v1.md","Command Post\module_assets\staging_review_module_20260523\extracted\AG_Task_Packet_v68_Staging_Review_Module_v1.md","AG_Task_Packet_v68_Staging_Review_Module_v1.md",".md","2448","2026-05-16T04:44:06","SUPERSEDED","DCSE-SS/SC","DCSE v6.8 draft/staging lineage","D050D6245ECFCD28B7A2698D74D371B5C249ADA2C2DC0CC1EBA608FDB8F4B71E"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\module_assets\staging_review_module_20260523\extracted\dcse_plan_reviews_migration_v1.sql","Command Post\module_assets\staging_review_module_20260523\extracted\dcse_plan_reviews_migration_v1.sql","dcse_plan_reviews_migration_v1.sql",".sql","2308","2026-05-16T04:44:06","SUPERSEDED","DCSE-SS/SC","Prior staged review/artifact lineage","12A2F0245FE7CD67CCD8655210C1699D87A7B31697AD365BF0BC40E8D2FB4643"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\module_assets\staging_review_module_20260523\extracted\DCSE_v68_Staging_Review_Module_Doctrine_v1.md","Command Post\module_assets\staging_review_module_20260523\extracted\DCSE_v68_Staging_Review_Module_Doctrine_v1.md","DCSE_v68_Staging_Review_Module_Doctrine_v1.md",".md","4582","2026-05-16T04:44:06","SUPERSEDED","DCSE-SS/SC","DCSE v6.8 draft/staging lineage","45E2BC39AA828CD43DF03AD3137FA01D645655E1B262F0B01A3499237B857075"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\module_assets\staging_review_module_20260523\extracted\DCSE_v68_Staging_Review_Module_Technical_Spec_v1.md","Command Post\module_assets\staging_review_module_20260523\extracted\DCSE_v68_Staging_Review_Module_Technical_Spec_v1.md","DCSE_v68_Staging_Review_Module_Technical_Spec_v1.md",".md","10924","2026-05-16T04:44:06","SUPERSEDED","DCSE-SS/SC","DCSE v6.8 draft/staging lineage","C6CE1154DFCB7613D320D6C82D952C72C3E29CBD8BAAE8804DCE227ED06BD8F3"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\module_assets\staging_review_module_20260523\source_files\DCSE_v68_Staging_Review_Module_AG_Package_v1.zip","Command Post\module_assets\staging_review_module_20260523\source_files\DCSE_v68_Staging_Review_Module_AG_Package_v1.zip","DCSE_v68_Staging_Review_Module_AG_Package_v1.zip",".zip","13525","2026-05-16T00:45:26","SUPERSEDED","DCSE-SS/SC","DCSE v6.8 draft/staging lineage","5B523C50BA38D8901FB32B0895AD329A0B6FF483854216678ABDBEAF81310F37"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\module_assets\staging_review_module_20260523\source_files\DCSE_v68_Staging_Review_Module_Doctrine_v1.md","Command Post\module_assets\staging_review_module_20260523\source_files\DCSE_v68_Staging_Review_Module_Doctrine_v1.md","DCSE_v68_Staging_Review_Module_Doctrine_v1.md",".md","4582","2026-05-16T00:45:16","SUPERSEDED","DCSE-SS/SC","DCSE v6.8 draft/staging lineage","45E2BC39AA828CD43DF03AD3137FA01D645655E1B262F0B01A3499237B857075"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\module_assets\staging_review_module_20260523\source_files\DCSE_v68_Staging_Review_Module_Technical_Spec_v1.md","Command Post\module_assets\staging_review_module_20260523\source_files\DCSE_v68_Staging_Review_Module_Technical_Spec_v1.md","DCSE_v68_Staging_Review_Module_Technical_Spec_v1.md",".md","10924","2026-05-16T00:45:20","SUPERSEDED","DCSE-SS/SC","DCSE v6.8 draft/staging lineage","C6CE1154DFCB7613D320D6C82D952C72C3E29CBD8BAAE8804DCE227ED06BD8F3"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\module_assets\staging_review_module_20260523\STAGING_REVIEW_MODULE_ASSET_MANIFEST_20260523.md","Command Post\module_assets\staging_review_module_20260523\STAGING_REVIEW_MODULE_ASSET_MANIFEST_20260523.md","STAGING_REVIEW_MODULE_ASSET_MANIFEST_20260523.md",".md","4061","2026-05-23T17:19:12","REVIEW","DCSE-SS/SC","Prior staged review/artifact lineage","7CE1933C60405EE3DCD721EE7C47E8C1C4B54B37315B1CF405D3C9A5CFC20C33"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\scripts\ddna\dcse_ddna_extraction_v01.py","Command Post\scripts\ddna\dcse_ddna_extraction_v01.py","dcse_ddna_extraction_v01.py",".py","25040","2026-05-23T05:53:30","SUPPORT","DCSE-SS/SC","Root project/source lineage","0B77AF0C1BAA4C42901193811243E585DCE05C99553171C7F20CF247538BE1DD"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\scripts\ddna\sql\Supabase_RLS_Model_Scoped.sql","Command Post\scripts\ddna\sql\Supabase_RLS_Model_Scoped.sql","Supabase_RLS_Model_Scoped.sql",".sql","2007","2026-05-21T17:12:45","SUPPORT","DCSE-SS/SC","Root project/source lineage","8409BFB3489880816C82EE27D2646CF719D75B68810DA6F5DC97F4B06F20C82D"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\config\core_engine\master_profile_system_prompt.md","config\core_engine\master_profile_system_prompt.md","master_profile_system_prompt.md",".md","787","2026-05-30T14:02:39","ACTIVE","DCSE-CP","Root project/source lineage","120910957D2D58AEA61AB78B6AAC732968475E059D919B9EE83BCA00D8A5ECC4"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\credential_artifacts_to_purge.csv","credential_artifacts_to_purge.csv","credential_artifacts_to_purge.csv",".csv","144832","2026-05-23T02:14:31","REVIEW","DCSE-CP","Root project/source lineage","DB48B9C0A79C98103F2F434BC8E5560B94E8C7E36B036A008DBF7270CAA0AFBD"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\credential_exposure_audit.csv","credential_exposure_audit.csv","credential_exposure_audit.csv",".csv","49644","2026-05-23T01:41:30","REVIEW","DCSE-CP","Root project/source lineage","0ECAE02622C6B4D5C48452DEA21EB36A50550509E5C887710D62487340ADC7A5"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\credential_safety_verification.csv","credential_safety_verification.csv","credential_safety_verification.csv",".csv","87","2026-05-23T01:54:42","REVIEW","DCSE-CP","Root project/source lineage","53C41FC71C956C8937A4C70BE1E70BD0C07712091F6D21985B57F6E0DF860E06"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\credential_value_exposure_audit.csv","credential_value_exposure_audit.csv","credential_value_exposure_audit.csv",".csv","3596","2026-05-23T01:42:02","REVIEW","DCSE-CP","Root project/source lineage","70BEA5293659638F41AD651F60B8B2EBA9F70BAE3D93CBDD5A41A5A7E749E168"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\dba_process_integrity_final_report.csv","dba_process_integrity_final_report.csv","dba_process_integrity_final_report.csv",".csv","854","2026-05-23T01:56:57","ACTIVE","DCSE-SS/SC","Root project/source lineage","3AC42D9A1A93A7342AC059978B09E51C18BBD48EAED4462F0D8CF1BAEFACC7C6"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCS Resume 2026\Actuarial Data Architecture and the Tech-Enabled Risk Ecosystem.docx","DCS Resume 2026\Actuarial Data Architecture and the Tech-Enabled Risk Ecosystem.docx","Actuarial Data Architecture and the Tech-Enabled Risk Ecosystem.docx",".docx","8858","2026-04-10T17:04:16","REVIEW","DCSE-CP","Root project/source lineage","0A5BD0F909497364D861B6951BEF26DF4D25CAFE572497B3A381C8B982405FE4"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCS Resume 2026\Architecting Ambition 2030_ The Tech-Enabled Risk Manager Transformation.docx","DCS Resume 2026\Architecting Ambition 2030_ The Tech-Enabled Risk Manager Transformation.docx","Architecting Ambition 2030_ The Tech-Enabled Risk Manager Transformation.docx",".docx","8413","2026-04-10T17:04:27","REVIEW","DCSE-CP","Root project/source lineage","8E587E99A3DE74D0FB73A23820AB98A0212A9794B5F49029B74F6AB05F33AF19"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCS Resume 2026\DCS Resume Draft Enterprise Technical Architect - Consulting V4(1).docx","DCS Resume 2026\DCS Resume Draft Enterprise Technical Architect - Consulting V4(1).docx","DCS Resume Draft Enterprise Technical Architect - Consulting V4(1).docx",".docx","556873","2026-05-05T13:00:20","SUPERSEDED","DCSE-CP","Root project/source lineage","955B7C2488916CAA40B11FADB17474D2414C9C206C6D3E60B87AB12A44B407D0"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCS Resume 2026\DCS Resume Draft Enterprise Technical Architect - Consulting V4.docx","DCS Resume 2026\DCS Resume Draft Enterprise Technical Architect - Consulting V4.docx","DCS Resume Draft Enterprise Technical Architect - Consulting V4.docx",".docx","556967","2026-04-14T18:38:05","REVIEW","DCSE-CP","Root project/source lineage","18EFB3C17CE68C6DDA84914D21A5E90A2D92734095CF22F80D9DB9C08478AE1F"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCS Resume 2026\DCS_Resume_Draft_Enterprise_Technical_Architect_-_Consulting_V4(1).docx","DCS Resume 2026\DCS_Resume_Draft_Enterprise_Technical_Architect_-_Consulting_V4(1).docx","DCS_Resume_Draft_Enterprise_Technical_Architect_-_Consulting_V4(1).docx",".docx","556873","2026-05-05T13:00:20","SUPERSEDED","DCSE-CP","Root project/source lineage","955B7C2488916CAA40B11FADB17474D2414C9C206C6D3E60B87AB12A44B407D0"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCS Resume 2026\DCS_Resume_Draft_Enterprise_Technical_Architect_-_Consulting_V4.docx","DCS Resume 2026\DCS_Resume_Draft_Enterprise_Technical_Architect_-_Consulting_V4.docx","DCS_Resume_Draft_Enterprise_Technical_Architect_-_Consulting_V4.docx",".docx","556967","2026-04-14T18:38:05","REVIEW","DCSE-CP","Root project/source lineage","18EFB3C17CE68C6DDA84914D21A5E90A2D92734095CF22F80D9DB9C08478AE1F"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\dcs.env.txt","dcs.env.txt","dcs.env.txt",".txt","26","2026-05-30T16:29:33","SUPPORT","DCSE-CP","Root project/source lineage","410167F216D21FA3EB05B71C9AE1F6BE6A7E978CBA118A6F06D2ED06A9F5CB12"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE Media Production\SC Designrr GYTO\get-your-think-on-white-paper-c753bfee_c.pdf","DCSE Media Production\SC Designrr GYTO\get-your-think-on-white-paper-c753bfee_c.pdf","get-your-think-on-white-paper-c753bfee_c.pdf",".pdf","351061","2026-06-04T12:43:02","REVIEW","DCSE-SS/SC","Root project/source lineage","6A605CB8994786070DADDFE21623FE13F84DAD1C1D06D4B2F26AEC9611C98413"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE v6_7\00_PACKAGE_MANIFEST.md","DCSE v6_7\00_PACKAGE_MANIFEST.md","00_PACKAGE_MANIFEST.md",".md","2513","2026-05-01T04:47:08","ACTIVE","DCSE-CP","DCSE v6.7 governance lineage","9490C8FA04EF4E67FCA2FCAE2BE4F240273A9030C63E5E36EA12F43AE4967273"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE v6_7\01_DCSE_v6_7_X_MASTER_ADDENDUM.md","DCSE v6_7\01_DCSE_v6_7_X_MASTER_ADDENDUM.md","01_DCSE_v6_7_X_MASTER_ADDENDUM.md",".md","3741","2026-05-01T04:47:08","ACTIVE","DCSE-CP","DCSE v6.7 governance lineage","187BB51F1FBDD170027881F72CAC4D02614C53C1795A1D19207ACC51AF61DCF6"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE v6_7\02_MODEL_CONFIGURATION_GUIDE.md","DCSE v6_7\02_MODEL_CONFIGURATION_GUIDE.md","02_MODEL_CONFIGURATION_GUIDE.md",".md","3819","2026-05-01T04:47:08","ACTIVE","DCSE-CP","DCSE v6.7 governance lineage","58056309E7C79F5B0BCAABBCC53397611F8260621404636F3664A75664C21AF7"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE v6_7\03_SKILL_REGISTRY.md","DCSE v6_7\03_SKILL_REGISTRY.md","03_SKILL_REGISTRY.md",".md","2302","2026-05-01T04:47:08","ACTIVE","DCSE-CP","DCSE v6.7 governance lineage","193C50708AC8F22D0742C3F6CA35D71BDB6A5FD3D0EC5033A8A6528F70A5E4B2"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE v6_7\04_PROMOTION_COPY_PLAN.md","DCSE v6_7\04_PROMOTION_COPY_PLAN.md","04_PROMOTION_COPY_PLAN.md",".md","2158","2026-05-01T04:48:03","SUPERSEDED","DCSE-CP","DCSE v6.7 governance lineage","5A2EB75FB9150244613E61E1B49434B37E88572BC02C5FCB069A96C3F3795215"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE v6_7\DART Update Qwen 11202025.pdf","DCSE v6_7\DART Update Qwen 11202025.pdf","DART Update Qwen 11202025.pdf",".pdf","216487","2025-11-20T12:38:13","ACTIVE","DCSE-CP","DCSE v6.7 governance lineage","2F4DF319B7B818AB7CF61AEC4E62C153B8D3DB69A09A7F94FC89537E8D5E8669"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE v6_7\dart_v7.py","DCSE v6_7\dart_v7.py","dart_v7.py",".py","10261","2025-11-28T21:39:08","ACTIVE","DCSE-CP","DCSE v6.7 governance lineage","47C2B850B7E7590A2F7F9CB8850DD7E84DF8183B83E47D948E4B72852CAF88EB"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE v6_7\DCSE_Master_Profile_v6.7.md","DCSE v6_7\DCSE_Master_Profile_v6.7.md","DCSE_Master_Profile_v6.7.md",".md","38448","2026-04-17T16:00:38","ACTIVE","DCSE-CP","DCSE v6.7 governance lineage","5862E444D205BA83716165A8C955D3B44484FB2C14EC01C13A50771F90B8556F"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE v6_7\DCSE_v6.7_Build_Report.md","DCSE v6_7\DCSE_v6.7_Build_Report.md","DCSE_v6.7_Build_Report.md",".md","6179","2026-04-17T16:00:38","ACTIVE","DCSE-CP","DCSE v6.7 governance lineage","10E3278819F80A39FD4235EC0297A6F4FED30DC072B51BD414E1195BC66C9240"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE v6_7\DCSE_v6.7_Governance_Pack_Index.csv","DCSE v6_7\DCSE_v6.7_Governance_Pack_Index.csv","DCSE_v6.7_Governance_Pack_Index.csv",".csv","620","2026-04-17T15:29:45","ACTIVE","DCSE-CP","DCSE v6.7 governance lineage","DA64A44463041FAE3974474E86EAC619C6157746D137E07DEFD2B40EB56F1D10"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\dcse\__init__.py","dcse\__init__.py","__init__.py",".py","169","2026-05-30T14:02:39","SUPPORT","DCSE-CP","Root project/source lineage","A8DF1B60F811BBDCD3EC3E80C63ED343883145B80D690D8C3171817281064F90"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\dcse\orchestration_guardrail.py","dcse\orchestration_guardrail.py","orchestration_guardrail.py",".py","1950","2026-05-30T14:02:39","SUPPORT","DCSE-CP","Root project/source lineage","C747CC7B34ACD8A97A15254C7B6DBA532F1CEDEE4479B7B131A54C51BAFD5955"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\dcse_asset_module_source_search.csv","dcse_asset_module_source_search.csv","dcse_asset_module_source_search.csv",".csv","3128618","2026-05-23T04:38:51","REVIEW","DCSE-SS/SC","Root project/source lineage","A48B2F8690327AD567241CC874AB7FC319192C3D1DD8DA40C3841DB006D77AD9"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_ASSET_PORTAL_APP\.gitignore","DCSE_ASSET_PORTAL_APP\.gitignore",".gitignore",".gitignore","209","2026-05-20T02:48:18","SUPPORT","DCSE-SS/SC","Root project/source lineage","52A796AFF1B9349BEC24ABF0256EB9F378923B40DAF1F1254EA2C9235BFA2C31"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_ASSET_PORTAL_APP\apps\api\package.json","DCSE_ASSET_PORTAL_APP\apps\api\package.json","package.json",".json","519","2026-03-25T02:47:46","REVIEW","DCSE-SS/SC","Root project/source lineage","691DFAF5C6858CC3E5AD7459E5A47DC08C534D83ADC81A9E5A839063C9BF135C"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_ASSET_PORTAL_APP\apps\api\src\index.ts","DCSE_ASSET_PORTAL_APP\apps\api\src\index.ts","index.ts",".ts","1309","2026-03-25T02:48:31","SUPPORT","DCSE-SS/SC","Root project/source lineage","7D84CFD39976FB9982E4002D3D092702A4318A23855923121AEBE35A6AD4DB22"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_ASSET_PORTAL_APP\apps\web\.env.local","DCSE_ASSET_PORTAL_APP\apps\web\.env.local",".env.local",".local","692","2026-05-23T13:18:20","SUPPORT","DCSE-SS/SC","Root project/source lineage","9EBF5BAFF1AFA2DA969F9742B616F61F185E43B51F9D9305676473A830542B1D"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_ASSET_PORTAL_APP\apps\web\.gitignore","DCSE_ASSET_PORTAL_APP\apps\web\.gitignore",".gitignore",".gitignore","9","2026-05-20T02:44:41","SUPPORT","DCSE-SS/SC","Root project/source lineage","319C3304702D205B9FBA52D0F12CE3D388BACDADE80AD223C550935FADAA20A6"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_ASSET_PORTAL_APP\apps\web\.vercel\project.json","DCSE_ASSET_PORTAL_APP\apps\web\.vercel\project.json","project.json",".json","122","2026-05-23T14:12:43","REVIEW","DCSE-SS/SC","Root project/source lineage","8D7EEDD491538EE6E4AE26C26347292EDBB60B352DAD2C7B5A9372272770193B"
