"source_path","destination_path","action","gate","rationale"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\knowledge_exports\dcse_codex_ddna_knowledge_export_20260523\extracted\dcse_codex_ddna_knowledge_export_20260523\validation_checklist.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00133_DCSE_CP_validation_checklist.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\knowledge_exports\dcse_codex_ddna_knowledge_export_20260523\IMPORT_MANIFEST_20260523.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\ACTIVE\ACTIVE_00134_DCSE_CP_IMPORT_MANIFEST_20260523.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\module_assets\staging_review_module_20260523\extracted\AG_Task_Packet_v68_Staging_Review_Module_v1.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\SUPERSEDED\SUPERSEDED_00135_DCSE_SS_SC_AG_Task_Packet_v68_Staging_Review_Module_v1.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","DCSE v6.8 draft/staging lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\module_assets\staging_review_module_20260523\extracted\dcse_plan_reviews_migration_v1.sql","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\SUPERSEDED\SUPERSEDED_00136_DCSE_SS_SC_dcse_plan_reviews_migration_v1.sql","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\module_assets\staging_review_module_20260523\extracted\DCSE_v68_Staging_Review_Module_Doctrine_v1.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\SUPERSEDED\SUPERSEDED_00137_DCSE_SS_SC_DCSE_v68_Staging_Review_Module_Doctrine_v1.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","DCSE v6.8 draft/staging lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\module_assets\staging_review_module_20260523\extracted\DCSE_v68_Staging_Review_Module_Technical_Spec_v1.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\SUPERSEDED\SUPERSEDED_00138_DCSE_SS_SC_DCSE_v68_Staging_Review_Module_Technical_Spec_v1.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","DCSE v6.8 draft/staging lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\module_assets\staging_review_module_20260523\source_files\DCSE_v68_Staging_Review_Module_Doctrine_v1.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\SUPERSEDED\SUPERSEDED_00139_DCSE_SS_SC_DCSE_v68_Staging_Review_Module_Doctrine_v1.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","DCSE v6.8 draft/staging lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\module_assets\staging_review_module_20260523\source_files\DCSE_v68_Staging_Review_Module_Technical_Spec_v1.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\SUPERSEDED\SUPERSEDED_00140_DCSE_SS_SC_DCSE_v68_Staging_Review_Module_Technical_Spec_v1.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","DCSE v6.8 draft/staging lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\Command Post\module_assets\staging_review_module_20260523\STAGING_REVIEW_MODULE_ASSET_MANIFEST_20260523.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00141_DCSE_SS_SC_STAGING_REVIEW_MODULE_ASSET_MANIFEST_20260523.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\config\core_engine\master_profile_system_prompt.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\ACTIVE\ACTIVE_00142_DCSE_CP_master_profile_system_prompt.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\credential_artifacts_to_purge.csv","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00143_DCSE_CP_credential_artifacts_to_purge.csv","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\credential_exposure_audit.csv","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00144_DCSE_CP_credential_exposure_audit.csv","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\credential_safety_verification.csv","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00145_DCSE_CP_credential_safety_verification.csv","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\credential_value_exposure_audit.csv","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00146_DCSE_CP_credential_value_exposure_audit.csv","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\dba_process_integrity_final_report.csv","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\ACTIVE\ACTIVE_00147_DCSE_SS_SC_dba_process_integrity_final_report.csv","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCS Resume 2026\Actuarial Data Architecture and the Tech-Enabled Risk Ecosystem.docx","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00148_DCSE_CP_Actuarial_Data_Architecture_and_the_Tech_Enabled_Risk_Ecosystem.docx","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCS Resume 2026\Architecting Ambition 2030_ The Tech-Enabled Risk Manager Transformation.docx","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00149_DCSE_CP_Architecting_Ambition_2030_The_Tech_Enabled_Risk_Manager_Transformation.docx","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCS Resume 2026\DCS Resume Draft Enterprise Technical Architect - Consulting V4(1).docx","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\SUPERSEDED\SUPERSEDED_00150_DCSE_CP_DCS_Resume_Draft_Enterprise_Technical_Architect_Consulting_V4_1.docx","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCS Resume 2026\DCS Resume Draft Enterprise Technical Architect - Consulting V4.docx","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00151_DCSE_CP_DCS_Resume_Draft_Enterprise_Technical_Architect_Consulting_V4.docx","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCS Resume 2026\DCS_Resume_Draft_Enterprise_Technical_Architect_-_Consulting_V4(1).docx","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\SUPERSEDED\SUPERSEDED_00152_DCSE_CP_DCS_Resume_Draft_Enterprise_Technical_Architect_Consulting_V4_1.docx","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCS Resume 2026\DCS_Resume_Draft_Enterprise_Technical_Architect_-_Consulting_V4.docx","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00153_DCSE_CP_DCS_Resume_Draft_Enterprise_Technical_Architect_Consulting_V4.docx","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE Media Production\SC Designrr GYTO\get-your-think-on-white-paper-c753bfee_c.pdf","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00154_DCSE_SS_SC_get_your_think_on_white_paper_c753bfee_c.pdf","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE v6_7\00_PACKAGE_MANIFEST.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\ACTIVE\ACTIVE_00155_DCSE_CP_00_PACKAGE_MANIFEST.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","DCSE v6.7 governance lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE v6_7\01_DCSE_v6_7_X_MASTER_ADDENDUM.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\ACTIVE\ACTIVE_00156_DCSE_CP_01_DCSE_v6_7_X_MASTER_ADDENDUM.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","DCSE v6.7 governance lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE v6_7\02_MODEL_CONFIGURATION_GUIDE.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\ACTIVE\ACTIVE_00157_DCSE_CP_02_MODEL_CONFIGURATION_GUIDE.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","DCSE v6.7 governance lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE v6_7\03_SKILL_REGISTRY.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\ACTIVE\ACTIVE_00158_DCSE_CP_03_SKILL_REGISTRY.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","DCSE v6.7 governance lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE v6_7\04_PROMOTION_COPY_PLAN.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\SUPERSEDED\SUPERSEDED_00159_DCSE_CP_04_PROMOTION_COPY_PLAN.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","DCSE v6.7 governance lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE v6_7\DART Update Qwen 11202025.pdf","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\ACTIVE\ACTIVE_00160_DCSE_CP_DART_Update_Qwen_11202025.pdf","PLANNED_COPY_ONLY","DCS approval required before copy execution","DCSE v6.7 governance lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE v6_7\DCSE_Master_Profile_v6.7.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\ACTIVE\ACTIVE_00161_DCSE_CP_DCSE_Master_Profile_v6_7.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","DCSE v6.7 governance lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE v6_7\DCSE_v6.7_Build_Report.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\ACTIVE\ACTIVE_00162_DCSE_CP_DCSE_v6_7_Build_Report.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","DCSE v6.7 governance lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE v6_7\DCSE_v6.7_Governance_Pack_Index.csv","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\ACTIVE\ACTIVE_00163_DCSE_CP_DCSE_v6_7_Governance_Pack_Index.csv","PLANNED_COPY_ONLY","DCS approval required before copy execution","DCSE v6.7 governance lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\dcse_asset_module_source_search.csv","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00164_DCSE_SS_SC_dcse_asset_module_source_search.csv","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_ASSET_PORTAL_APP\apps\api\package.json","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00165_DCSE_SS_SC_package.json","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_ASSET_PORTAL_APP\apps\web\.vercel\project.json","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00166_DCSE_SS_SC_project.json","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_ASSET_PORTAL_APP\apps\web\package.json","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00167_DCSE_SS_SC_package.json","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_ASSET_PORTAL_APP\apps\web\tsconfig.json","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00168_DCSE_SS_SC_tsconfig.json","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_ASSET_PORTAL_APP\docs\ddna\AG_Technical_Validation_Report.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00169_DCSE_SS_SC_AG_Technical_Validation_Report.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_ASSET_PORTAL_APP\docs\ddna\AG_Verification_Receipt_20260521.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00170_DCSE_SS_SC_AG_Verification_Receipt_20260521.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_ASSET_PORTAL_APP\docs\ddna\DCSE_AG_Compliance_Audit_20260521.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00171_DCSE_SS_SC_DCSE_AG_Compliance_Audit_20260521.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_ASSET_PORTAL_APP\docs\ddna\DCSE_DDNA_Index_Model_Protocol_v1.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\SUPERSEDED\SUPERSEDED_00172_DCSE_SS_SC_DCSE_DDNA_Index_Model_Protocol_v1.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_ASSET_PORTAL_APP\docs\ddna\load_json_source_adapter_spec.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00173_DCSE_SS_SC_load_json_source_adapter_spec.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_ASSET_PORTAL_APP\infrastructure\supabase-cp\PROJECT_SETUP_COMPLETE.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00174_DCSE_SS_SC_PROJECT_SETUP_COMPLETE.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_ASSET_PORTAL_APP\infrastructure\supabase-cp\README_DBA_HANDOFF.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00175_DCSE_SS_SC_README_DBA_HANDOFF.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_ASSET_PORTAL_APP\infrastructure\supabase-cp\SKILL.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00176_DCSE_SS_SC_SKILL.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_ASSET_PORTAL_APP\package.json","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00177_DCSE_SS_SC_package.json","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_ASSET_PORTAL_APP\package-lock.json","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00178_DCSE_SS_SC_package_lock.json","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_ASSET_PORTAL_APP\turbo.json","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00179_DCSE_SS_SC_turbo.json","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_ASSET_WRAPUP_EXTRACTION_PLAN_20260523.md","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00180_DCSE_SS_SC_DCSE_ASSET_WRAPUP_EXTRACTION_PLAN_20260523.md","PLANNED_COPY_ONLY","DCS approval required before copy execution","Root project/source lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_Master_Profile_v6.7.1.docx","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\ACTIVE\ACTIVE_00181_DCSE_CP_DCSE_Master_Profile_v6_7_1.docx","PLANNED_COPY_ONLY","DCS approval required before copy execution","DCSE v6.7 governance lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_Staging_HTML\DCS_EMPLOYMENT_WORKFLOW_v6_INTERACTIVE.html","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00182_DCSE_CP_DCS_EMPLOYMENT_WORKFLOW_v6_INTERACTIVE.html","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_Staging_HTML\DCSE HTML v6 update.html","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00183_DCSE_CP_DCSE_HTML_v6_update.html","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_Staging_HTML\DCSE SC Gift of Giving Short.html","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00184_DCSE_SS_SC_DCSE_SC_Gift_of_Giving_Short.html","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_Staging_HTML\DCSE SS PacMan.html","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00185_DCSE_SS_SC_DCSE_SS_PacMan.html","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_Staging_HTML\DCSE v6 HTML.html","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00186_DCSE_CP_DCSE_v6_HTML.html","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_Staging_HTML\DCSE v6.1 HTML Governance Doctrine.html","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\SUPERSEDED\SUPERSEDED_00187_DCSE_CP_DCSE_v6_1_HTML_Governance_Doctrine.html","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_Staging_HTML\DCSE v6.3 Governance Doctrine.html","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\SUPERSEDED\SUPERSEDED_00188_DCSE_CP_DCSE_v6_3_Governance_Doctrine.html","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_Staging_HTML\DCSE v6.4 Governance Doctrine.html","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\SUPERSEDED\SUPERSEDED_00189_DCSE_CP_DCSE_v6_4_Governance_Doctrine.html","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_Staging_HTML\DCSE v6.5 HTML Doctrine.html","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\SUPERSEDED\SUPERSEDED_00190_DCSE_CP_DCSE_v6_5_HTML_Doctrine.html","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_Staging_HTML\DCSE_HTML_v6.9_Latest_Greatest_Doctrine.html","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00191_DCSE_CP_DCSE_HTML_v6_9_Latest_Greatest_Doctrine.html","PLANNED_COPY_ONLY","DCS approval required before copy execution","DCSE HTML v6.9 doctrine lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_Staging_HTML\DCSE_V6.6 Video_Production_Governance.html","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\SUPERSEDED\SUPERSEDED_00192_DCSE_CP_DCSE_V6_6_Video_Production_Governance.html","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_Staging_HTML\dcse_v68_staging_review_module_prototype.html","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00193_DCSE_CP_dcse_v68_staging_review_module_prototype.html","PLANNED_COPY_ONLY","DCS approval required before copy execution","DCSE v6.8 draft/staging lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_Staging_HTML\index.html","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00194_DCSE_CP_index.html","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_Staging_HTML\SUPERSEDED_00519_CF0E62ED_preview_(1).html","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\SUPERSEDED\SUPERSEDED_00195_DCSE_CP_SUPERSEDED_00519_CF0E62ED_preview_1.html","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_Staging_HTML\SUPPORT_00073_9A9FC4B5_DCS_AI_Quiz_Module_Core_Shell.html","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00196_DCSE_CP_SUPPORT_00073_9A9FC4B5_DCS_AI_Quiz_Module_Core_Shell.html","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
"C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\DCSE_Staging_HTML\SUPPORT_00078_A9D78EF8_DCS_PAIT_EL.html","C:\DS All Things\DCSE_Command_Center\DCSE_CP_Project\SJL-B4Life\06_CANDIDATE_LIBRARY\REVIEW\REVIEW_00197_DCSE_CP_SUPPORT_00078_A9D78EF8_DCS_PAIT_EL.html","PLANNED_COPY_ONLY","DCS approval required before copy execution","Prior staged review/artifact lineage"
